number,opened_at,resolved_at,closed_at,priority,urgency,impact,category,assignment_group,reassignment_count,reopen_count,made_sla,resolution_time_hours,sla_status
INC0009116,2016-03-20 11:56:00,2016-03-29 09:13:00,2016-04-03 09:59:00,3 - moderate,2 - Medium,2 - Medium,category 37,Group 48,1,0,false,213.28333333333333,Breached SLA
INC0009124,2016-03-20 15:06:00,2016-03-28 14:25:00,2016-04-02 14:59:00,3 - moderate,2 - Medium,2 - Medium,category 42,Group 70,4,0,false,191.31666666666666,Breached SLA
INC0009146,2016-03-21 00:28:00,2016-03-30 13:05:00,2016-04-04 13:59:00,3 - moderate,2 - Medium,2 - Medium,category 46,Group 55,3,0,false,228.61666666666667,Breached SLA
INC0009147,2016-03-21 00:46:00,2016-03-21 02:02:00,2016-03-26 02:59:00,2 - high,2 - Medium,1 - High,category 46,Group 70,2,0,false,1.2666666666666666,Breached SLA
INC0009148,2016-03-21 00:59:00,2016-03-31 14:02:00,2016-04-05 14:59:00,1 - critical,1 - High,1 - High,category 46,Group 57,3,0,false,253.05,Breached SLA
INC0009149,2016-03-21 01:00:00,2016-03-30 13:06:00,2016-04-04 13:59:00,3 - moderate,2 - Medium,2 - Medium,category 46,Group 55,1,0,false,228.1,Breached SLA
INC0009153,2016-03-21 01:38:00,2016-03-31 14:03:00,2016-04-05 14:59:00,1 - critical,1 - High,1 - High,category 46,Group 57,1,0,false,252.41666666666666,Breached SLA
INC0009172,2016-03-21 07:19:00,2016-03-30 09:14:00,2016-04-04 09:59:00,3 - moderate,2 - Medium,2 - Medium,category 20,Group 66,1,0,false,217.91666666666666,Breached SLA
INC0009181,2016-03-21 08:06:00,2016-03-30 17:03:00,2016-04-04 17:59:00,3 - moderate,2 - Medium,2 - Medium,category 46,Group 48,2,0,false,224.95,Breached SLA
INC0009187,2016-03-21 08:15:00,2016-03-28 14:30:00,2016-04-02 14:59:00,3 - moderate,2 - Medium,2 - Medium,category 24,Group 25,1,0,false,174.25,Breached SLA
INC0009204,2016-03-21 08:39:00,2016-03-29 15:28:00,2016-04-03 15:59:00,3 - moderate,2 - Medium,2 - Medium,category 26,Group 70,1,0,false,198.81666666666666,Breached SLA
INC0009205,2016-03-21 08:40:00,2016-03-29 16:33:00,2016-04-03 16:59:00,3 - moderate,2 - Medium,2 - Medium,category 26,Group 73,3,0,false,199.88333333333333,Breached SLA
INC0009212,2016-03-21 08:45:00,2016-03-21 08:59:00,2016-05-23 11:07:00,3 - moderate,2 - Medium,2 - Medium,category 43,Group 22,0,0,false,0.23333333333333334,Breached SLA
INC0009213,2016-03-21 08:45:00,2016-03-29 12:00:00,2016-04-03 12:59:00,3 - moderate,2 - Medium,2 - Medium,category 26,Group 70,1,0,false,195.25,Breached SLA
INC0009221,2016-03-21 08:54:00,2016-03-29 16:49:00,2016-04-03 16:59:00,3 - moderate,2 - Medium,2 - Medium,category 61,Group 73,1,0,false,199.91666666666666,Breached SLA
INC0009230,2016-03-21 09:03:00,2016-03-28 16:34:00,2016-04-02 16:59:00,3 - moderate,2 - Medium,2 - Medium,category 26,Group 70,1,0,false,175.51666666666668,Breached SLA
INC0009245,2016-03-21 09:14:00,2016-03-29 08:42:00,2016-04-03 08:59:00,3 - moderate,2 - Medium,2 - Medium,category 26,Group 70,1,0,false,191.46666666666667,Breached SLA
INC0009249,2016-03-21 09:16:00,2016-03-30 15:26:00,2016-04-04 15:59:00,3 - moderate,2 - Medium,2 - Medium,category 42,Group 22,2,0,false,222.16666666666666,Breached SLA
INC0009256,2016-03-21 09:24:00,2016-03-29 14:00:00,2016-04-03 14:59:00,3 - moderate,2 - Medium,2 - Medium,category 53,Group 70,1,0,false,196.6,Breached SLA
INC0009258,2016-03-21 09:25:00,2016-03-29 14:16:00,2016-04-03 14:59:00,3 - moderate,2 - Medium,2 - Medium,category 26,Group 70,1,0,false,196.85,Breached SLA
INC0009260,2016-03-21 09:29:00,2016-03-29 15:35:00,2016-04-03 15:59:00,3 - moderate,2 - Medium,2 - Medium,category 53,Group 70,3,0,false,198.1,Breached SLA
INC0009273,2016-03-21 09:37:00,2016-03-31 10:37:00,2016-04-05 10:59:00,3 - moderate,2 - Medium,2 - Medium,category 13,Group 24,9,0,false,241.0,Breached SLA
INC0009284,2016-03-21 09:43:00,2016-03-31 17:04:00,2016-04-05 17:59:00,3 - moderate,2 - Medium,2 - Medium,category 46,Group 15,1,0,false,247.35,Breached SLA
INC0009288,2016-03-21 09:46:00,2016-03-29 16:01:00,2016-04-03 16:59:00,3 - moderate,2 - Medium,2 - Medium,category 26,Group 70,1,0,false,198.25,Breached SLA
INC0009305,2016-03-21 09:56:00,2016-03-29 15:03:00,2016-04-03 15:59:00,3 - moderate,2 - Medium,2 - Medium,category 23,Group 72,1,0,false,197.11666666666667,Breached SLA
INC0009306,2016-03-21 09:56:00,2016-03-25 13:52:00,2016-03-30 13:59:00,3 - moderate,2 - Medium,2 - Medium,category 26,Group 24,2,0,false,99.93333333333334,Breached SLA
INC0009311,2016-03-21 10:01:00,2016-03-26 14:46:00,2016-03-31 14:59:00,3 - moderate,2 - Medium,2 - Medium,category 53,Group 20,2,0,false,124.75,Breached SLA
INC0009315,2016-03-21 10:04:00,2016-03-29 16:41:00,2016-04-03 16:59:00,3 - moderate,2 - Medium,2 - Medium,category 26,Group 23,6,0,false,198.61666666666667,Breached SLA
INC0009339,2016-03-21 10:29:00,2016-03-30 09:49:00,2016-04-04 09:59:00,3 - moderate,2 - Medium,2 - Medium,category 26,Group 25,2,0,false,215.33333333333334,Breached SLA
INC0009342,2016-03-21 10:31:00,2016-03-30 15:52:00,2016-04-04 15:59:00,3 - moderate,2 - Medium,2 - Medium,category 26,Group 70,5,1,false,221.35,Breached SLA
INC0009357,2016-03-21 10:41:00,2016-03-30 11:32:00,2016-04-04 11:59:00,3 - moderate,2 - Medium,2 - Medium,category 46,Group 57,1,0,false,216.85,Breached SLA
INC0009358,2016-03-21 10:41:00,2016-03-29 16:56:00,2016-04-03 16:59:00,3 - moderate,2 - Medium,2 - Medium,category 61,Group 73,1,0,false,198.25,Breached SLA
INC0009373,2016-03-21 10:54:00,2016-03-29 16:06:00,2016-04-03 16:59:00,3 - moderate,2 - Medium,2 - Medium,category 26,Group 70,1,0,false,197.2,Breached SLA
INC0009375,2016-03-21 10:56:00,2016-03-28 16:26:00,2016-04-02 16:59:00,3 - moderate,2 - Medium,2 - Medium,category 26,Group 25,2,0,false,173.5,Breached SLA
INC0009378,2016-03-21 10:59:00,2016-03-28 09:22:00,2016-04-02 09:59:00,3 - moderate,2 - Medium,2 - Medium,category 61,Group 73,1,0,false,166.38333333333333,Breached SLA
INC0009390,2016-03-21 11:16:00,2016-03-31 12:35:00,2016-04-05 12:59:00,3 - moderate,2 - Medium,2 - Medium,category 26,Group 70,1,0,false,241.31666666666666,Breached SLA
INC0009393,2016-03-21 11:19:00,2016-03-21 11:30:00,2016-05-23 11:07:00,3 - moderate,2 - Medium,2 - Medium,category 23,Group 20,0,0,false,0.18333333333333332,Breached SLA
INC0009403,2016-03-21 11:27:00,2016-03-30 14:18:00,2016-04-04 14:59:00,3 - moderate,2 - Medium,2 - Medium,category 46,Group 55,1,0,false,218.85,Breached SLA
INC0009419,2016-03-21 11:37:00,2016-03-30 09:37:00,2016-04-04 09:59:00,3 - moderate,2 - Medium,2 - Medium,category 26,Group 28,2,0,false,214.0,Breached SLA
INC0009426,2016-03-21 11:44:00,2016-03-28 19:03:00,2016-04-02 19:59:00,3 - moderate,2 - Medium,2 - Medium,category 32,Group 70,1,0,false,175.31666666666666,Breached SLA
INC0009427,2016-03-21 11:44:00,2016-03-29 16:26:00,2016-04-03 16:59:00,3 - moderate,2 - Medium,2 - Medium,category 23,Group 25,2,0,false,196.7,Breached SLA
INC0009438,2016-03-21 12:07:00,2016-03-28 18:40:00,2016-04-02 18:59:00,3 - moderate,2 - Medium,2 - Medium,category 53,Group 70,1,0,false,174.55,Breached SLA
INC0009439,2016-03-21 12:07:00,2016-03-31 08:36:00,2016-04-05 08:59:00,3 - moderate,2 - Medium,2 - Medium,category 61,Group 73,1,1,false,236.48333333333332,Breached SLA
INC0009446,2016-03-21 12:15:00,2016-03-31 09:18:00,2016-04-05 09:59:00,3 - moderate,2 - Medium,2 - Medium,category 9,Group 25,0,0,false,237.05,Breached SLA
INC0009461,2016-03-21 12:40:00,2016-03-28 16:25:00,2016-04-02 16:59:00,3 - moderate,2 - Medium,2 - Medium,category 46,Group 70,4,0,false,171.75,Breached SLA
INC0009466,2016-03-21 12:54:00,2016-03-31 14:03:00,2016-04-05 14:59:00,3 - moderate,2 - Medium,2 - Medium,category 9,,0,0,false,241.15,Breached SLA
INC0009472,2016-03-21 13:03:00,2016-03-29 17:09:00,2016-04-03 17:59:00,3 - moderate,2 - Medium,2 - Medium,category 61,Group 73,1,0,false,196.1,Breached SLA
INC0009473,2016-03-21 13:06:00,2016-03-31 14:11:00,2016-04-05 14:59:00,3 - moderate,2 - Medium,2 - Medium,category 57,Group 70,1,0,false,241.08333333333334,Breached SLA
INC0009474,2016-03-21 13:07:00,2016-03-29 15:53:00,2016-04-03 15:59:00,3 - moderate,2 - Medium,2 - Medium,category 23,Group 29,2,0,false,194.76666666666668,Breached SLA
INC0009476,2016-03-21 13:11:00,2016-03-29 09:14:00,2016-04-03 09:59:00,3 - moderate,2 - Medium,2 - Medium,category 37,Group 48,1,0,false,188.05,Breached SLA
INC0009495,2016-03-21 13:35:00,2016-03-29 09:15:00,2016-04-03 09:59:00,3 - moderate,2 - Medium,2 - Medium,category 37,Group 48,1,0,false,187.66666666666666,Breached SLA
INC0009498,2016-03-21 13:42:00,2016-03-29 16:50:00,2016-04-03 16:59:00,3 - moderate,2 - Medium,2 - Medium,category 26,Group 70,1,0,false,195.13333333333333,Breached SLA
INC0009501,2016-03-21 13:52:00,2016-03-30 12:09:00,2016-04-04 12:59:00,3 - moderate,2 - Medium,2 - Medium,category 53,,0,0,false,214.28333333333333,Breached SLA
INC0009503,2016-03-21 13:56:00,2016-03-28 18:57:00,2016-04-02 18:59:00,3 - moderate,2 - Medium,2 - Medium,category 42,Group 22,1,0,false,173.01666666666668,Breached SLA
INC0009506,2016-03-21 13:59:00,2016-03-29 16:44:00,2016-04-03 16:59:00,3 - moderate,2 - Medium,2 - Medium,category 42,Group 3,1,0,false,194.75,Breached SLA
INC0009517,2016-03-21 14:11:00,2016-03-31 09:47:00,2016-04-05 09:59:00,3 - moderate,2 - Medium,2 - Medium,category 9,Group 25,0,0,false,235.6,Breached SLA
INC0009527,2016-03-21 14:22:00,2016-03-29 15:43:00,2016-04-03 15:59:00,3 - moderate,2 - Medium,2 - Medium,category 9,Group 72,1,0,false,193.35,Breached SLA
INC0009530,2016-03-21 14:25:00,2016-03-29 16:42:00,2016-04-03 16:59:00,3 - moderate,2 - Medium,2 - Medium,category 26,Group 70,1,0,false,194.28333333333333,Breached SLA
INC0009535,2016-03-21 14:29:00,2016-03-23 07:57:00,2016-03-28 07:59:00,2 - high,1 - High,2 - Medium,category 17,Group 69,1,0,false,41.46666666666667,Breached SLA
INC0009539,2016-03-21 14:32:00,2016-03-29 10:18:00,2016-04-03 10:59:00,3 - moderate,2 - Medium,2 - Medium,category 53,Group 23,2,0,false,187.76666666666668,Breached SLA
INC0009551,2016-03-21 14:41:00,2016-03-29 13:37:00,2016-04-03 13:59:00,3 - moderate,2 - Medium,2 - Medium,category 53,Group 70,1,0,false,190.93333333333334,Breached SLA
INC0009563,2016-03-21 14:51:00,2016-03-30 08:27:00,2016-04-04 08:59:00,3 - moderate,2 - Medium,2 - Medium,category 42,Group 66,1,0,false,209.6,Breached SLA
INC0009570,2016-03-21 14:57:00,2016-03-30 08:26:00,2016-04-04 08:59:00,3 - moderate,2 - Medium,2 - Medium,category 42,Group 66,1,0,false,209.48333333333332,Breached SLA
INC0009571,2016-03-21 14:57:00,2016-03-29 02:39:00,2016-04-03 02:59:00,3 - moderate,2 - Medium,2 - Medium,category 24,Group 70,2,0,false,179.7,Breached SLA
INC0009576,2016-03-21 15:01:00,2016-03-30 08:24:00,2016-04-04 08:59:00,3 - moderate,2 - Medium,2 - Medium,category 42,Group 66,1,0,false,209.38333333333333,Breached SLA
INC0009580,2016-03-21 15:03:00,2016-03-30 14:14:00,2016-04-04 14:59:00,3 - moderate,2 - Medium,2 - Medium,category 42,Group 55,2,0,false,215.18333333333334,Breached SLA
INC0009583,2016-03-21 15:09:00,2016-03-30 08:16:00,2016-04-04 08:59:00,3 - moderate,2 - Medium,2 - Medium,category 42,Group 70,1,0,false,209.11666666666667,Breached SLA
INC0009586,2016-03-21 15:11:00,2016-03-29 09:16:00,2016-04-03 09:59:00,3 - moderate,2 - Medium,2 - Medium,category 37,Group 48,2,0,false,186.08333333333334,Breached SLA
INC0009597,2016-03-21 15:33:00,2016-03-28 14:43:00,2016-04-02 14:59:00,3 - moderate,2 - Medium,2 - Medium,category 42,Group 22,1,0,false,167.16666666666666,Breached SLA
INC0009604,2016-03-21 15:42:00,2016-03-28 15:29:00,2016-04-02 15:59:00,3 - moderate,2 - Medium,2 - Medium,category 23,Group 20,0,0,false,167.78333333333333,Breached SLA
INC0009608,2016-03-21 15:44:00,2016-03-30 17:29:00,2016-04-04 17:59:00,3 - moderate,2 - Medium,2 - Medium,category 57,Group 56,4,0,false,217.75,Breached SLA
INC0009613,2016-03-21 15:52:00,2016-03-30 09:56:00,2016-04-04 09:59:00,3 - moderate,2 - Medium,2 - Medium,category 32,Group 68,1,0,false,210.06666666666666,Breached SLA
INC0009614,2016-03-21 15:53:00,2016-03-30 09:39:00,2016-04-04 09:59:00,3 - moderate,2 - Medium,2 - Medium,category 26,Group 70,1,0,false,209.76666666666668,Breached SLA
INC0009626,2016-03-21 16:05:00,2016-03-30 09:14:00,2016-04-04 09:59:00,3 - moderate,2 - Medium,2 - Medium,category 32,Group 70,1,0,false,209.15,Breached SLA
INC0009627,2016-03-21 16:06:00,2016-03-28 10:15:00,2016-04-02 10:59:00,3 - moderate,2 - Medium,2 - Medium,category 61,Group 73,1,0,false,162.15,Breached SLA
INC0009633,2016-03-21 16:11:00,2016-03-30 09:47:00,2016-04-04 09:59:00,3 - moderate,2 - Medium,2 - Medium,category 26,Group 70,4,0,false,209.6,Breached SLA
INC0009635,2016-03-21 16:15:00,2016-03-30 12:17:00,2016-04-04 12:59:00,3 - moderate,2 - Medium,2 - Medium,category 26,Group 70,1,0,false,212.03333333333333,Breached SLA
INC0009638,2016-03-21 16:20:00,2016-03-29 16:58:00,2016-04-03 16:59:00,3 - moderate,2 - Medium,2 - Medium,category 34,Group 73,1,0,false,192.63333333333333,Breached SLA
INC0009640,2016-03-21 16:24:00,2016-03-30 17:21:00,2016-04-04 17:59:00,3 - moderate,2 - Medium,2 - Medium,category 46,Group 22,0,0,false,216.95,Breached SLA
INC0009641,2016-03-21 16:24:00,2016-03-31 14:22:00,2016-04-05 14:59:00,3 - moderate,2 - Medium,2 - Medium,category 53,,0,0,false,237.96666666666667,Breached SLA
INC0009643,2016-03-21 16:27:00,2016-03-28 13:03:00,2016-04-02 13:59:00,3 - moderate,2 - Medium,2 - Medium,category 34,Group 25,0,0,false,164.6,Breached SLA
INC0009650,2016-03-21 16:35:00,2016-03-30 10:19:00,2016-04-04 10:59:00,3 - moderate,2 - Medium,2 - Medium,category 26,Group 70,1,0,false,209.73333333333332,Breached SLA
INC0009653,2016-03-21 16:39:00,2016-03-31 14:20:00,2016-04-05 14:59:00,3 - moderate,2 - Medium,2 - Medium,category 46,Group 22,0,0,false,237.68333333333334,Breached SLA
INC0009668,2016-03-21 16:51:00,2016-03-30 13:54:00,2016-04-04 13:59:00,3 - moderate,2 - Medium,2 - Medium,category 42,Group 55,2,0,false,213.05,Breached SLA
INC0009691,2016-03-21 17:34:00,2016-03-30 11:47:00,2016-04-04 11:59:00,3 - moderate,2 - Medium,2 - Medium,category 42,Group 70,2,0,false,210.21666666666667,Breached SLA
INC0009699,2016-03-21 17:52:00,2016-03-30 09:58:00,2016-04-04 09:59:00,3 - moderate,2 - Medium,2 - Medium,category 23,Group 20,1,0,false,208.1,Breached SLA
INC0009702,2016-03-21 17:55:00,2016-03-30 09:52:00,2016-04-04 09:59:00,3 - moderate,2 - Medium,2 - Medium,category 20,Group 70,1,0,false,207.95,Breached SLA
INC0009708,2016-03-21 18:28:00,2016-03-22 10:20:00,2016-03-27 10:59:00,3 - moderate,2 - Medium,2 - Medium,category 42,Group 22,1,0,false,15.866666666666667,Breached SLA
INC0009716,2016-03-21 20:10:00,2016-03-31 14:38:00,2016-04-05 14:59:00,3 - moderate,2 - Medium,2 - Medium,category 26,Group 70,0,0,false,234.46666666666667,Breached SLA
INC0009720,2016-03-21 21:12:00,2016-03-31 08:56:00,2016-04-01 10:44:00,3 - moderate,2 - Medium,2 - Medium,category 57,Group 65,4,0,false,227.73333333333332,Breached SLA
INC0009725,2016-03-21 22:17:00,2016-03-26 02:26:00,2016-03-31 02:59:00,3 - moderate,2 - Medium,2 - Medium,category 26,Group 70,2,0,false,100.15,Breached SLA
INC0009744,2016-03-22 03:24:00,2016-03-22 03:26:00,2016-05-23 11:07:00,3 - moderate,2 - Medium,2 - Medium,category 43,Group 22,0,0,false,0.03333333333333333,Breached SLA
INC0009751,2016-03-22 06:19:00,2016-03-31 09:54:00,2016-04-05 09:59:00,3 - moderate,2 - Medium,2 - Medium,category 26,Group 25,2,0,false,219.58333333333334,Breached SLA
INC0009762,2016-03-22 07:35:00,2016-03-29 09:45:00,2016-04-03 09:59:00,3 - moderate,2 - Medium,2 - Medium,category 32,Group 54,3,0,false,170.16666666666666,Breached SLA
INC0009776,2016-03-22 08:14:00,2016-03-30 09:08:00,2016-04-04 09:59:00,3 - moderate,2 - Medium,2 - Medium,category 26,Group 28,2,0,false,192.9,Breached SLA
INC0009787,2016-03-22 08:35:00,2016-03-28 08:43:00,2016-04-02 08:59:00,3 - moderate,2 - Medium,2 - Medium,category 26,Group 20,1,0,false,144.13333333333333,Breached SLA
INC0009789,2016-03-22 08:38:00,2016-03-31 10:14:00,2016-04-05 10:59:00,3 - moderate,2 - Medium,2 - Medium,category 34,Group 27,1,0,false,217.6,Breached SLA
INC0009791,2016-03-22 08:43:00,2016-03-31 14:45:00,2016-04-05 14:59:00,3 - moderate,2 - Medium,2 - Medium,category 26,Group 70,1,0,false,222.03333333333333,Breached SLA
INC0009797,2016-03-22 08:49:00,2016-03-29 16:15:00,2016-04-03 16:59:00,3 - moderate,2 - Medium,2 - Medium,category 32,Group 70,1,0,false,175.43333333333334,Breached SLA
INC0009800,2016-03-22 08:50:00,2016-03-30 09:03:00,2016-04-04 09:59:00,3 - moderate,2 - Medium,2 - Medium,category 24,Group 28,1,0,false,192.21666666666667,Breached SLA
INC0009807,2016-03-22 08:58:00,2016-03-28 12:00:00,2016-04-02 12:59:00,3 - moderate,2 - Medium,2 - Medium,category 26,Group 24,2,0,false,147.03333333333333,Breached SLA
INC0009811,2016-03-22 09:01:00,2016-03-29 16:27:00,2016-04-03 16:59:00,3 - moderate,2 - Medium,2 - Medium,category 53,Group 25,1,0,false,175.43333333333334,Breached SLA
INC0009817,2016-03-22 09:07:00,2016-03-31 12:51:00,2016-04-05 12:59:00,3 - moderate,2 - Medium,2 - Medium,category 37,Group 70,1,0,false,219.73333333333332,Breached SLA
INC0009838,2016-03-22 09:28:00,2016-03-29 16:43:00,2016-04-03 16:59:00,3 - moderate,2 - Medium,2 - Medium,category 26,Group 70,1,0,false,175.25,Breached SLA
INC0009845,2016-03-22 09:43:00,2016-03-22 09:55:00,2016-05-23 11:07:00,3 - moderate,2 - Medium,2 - Medium,category 44,Group 5,0,0,false,0.2,Breached SLA
INC0009849,2016-03-22 09:46:00,2016-03-30 12:54:00,2016-04-04 12:59:00,3 - moderate,2 - Medium,2 - Medium,category 9,,0,0,false,195.13333333333333,Breached SLA
INC0009877,2016-03-22 10:13:00,2016-03-31 10:36:00,2016-04-05 10:59:00,3 - moderate,2 - Medium,2 - Medium,category 53,Group 66,4,0,false,216.38333333333333,Breached SLA
INC0009884,2016-03-22 10:19:00,2016-03-30 08:36:00,2016-04-04 08:59:00,3 - moderate,2 - Medium,2 - Medium,category 53,Group 66,4,0,false,190.28333333333333,Breached SLA
INC0009905,2016-03-22 10:34:00,2016-03-31 15:27:00,2016-04-05 15:59:00,3 - moderate,2 - Medium,2 - Medium,category 42,Group 6,3,0,false,220.88333333333333,Breached SLA
INC0009909,2016-03-22 10:38:00,2016-03-30 09:17:00,2016-04-04 09:59:00,3 - moderate,2 - Medium,2 - Medium,category 9,Group 24,0,0,false,190.65,Breached SLA
INC0009942,2016-03-22 11:11:00,2016-03-31 14:09:00,2016-04-05 14:59:00,3 - moderate,2 - Medium,2 - Medium,category 26,Group 70,1,0,false,218.96666666666667,Breached SLA
INC0009944,2016-03-22 11:13:00,2016-03-28 09:52:00,2016-04-02 09:59:00,3 - moderate,2 - Medium,2 - Medium,category 42,Group 39,1,0,false,142.65,Breached SLA
INC0009948,2016-03-22 11:14:00,2016-03-31 14:19:00,2016-04-05 14:59:00,3 - moderate,2 - Medium,2 - Medium,category 26,Group 70,1,0,false,219.08333333333334,Breached SLA
INC0009952,2016-03-22 11:20:00,2016-03-28 12:08:00,2016-04-02 12:59:00,3 - moderate,2 - Medium,2 - Medium,category 44,Group 39,4,0,false,144.8,Breached SLA
INC0009954,2016-03-22 11:22:00,2016-03-31 15:07:00,2016-04-05 15:59:00,3 - moderate,2 - Medium,2 - Medium,category 26,Group 70,1,0,false,219.75,Breached SLA
INC0009969,2016-03-22 11:39:00,2016-03-28 10:11:00,2016-04-02 10:59:00,3 - moderate,2 - Medium,2 - Medium,category 44,Group 39,6,0,false,142.53333333333333,Breached SLA
INC0009984,2016-03-22 11:59:00,2016-03-29 17:23:00,2016-04-03 17:59:00,3 - moderate,2 - Medium,2 - Medium,category 9,Group 27,0,0,false,173.4,Breached SLA
INC0009992,2016-03-22 12:16:00,2016-03-22 14:36:00,2016-03-27 14:59:00,2 - high,1 - High,2 - Medium,category 37,Group 49,1,0,false,2.3333333333333335,Breached SLA
INC0009996,2016-03-22 12:28:00,2016-03-31 09:23:00,2016-04-05 09:59:00,3 - moderate,2 - Medium,2 - Medium,category 23,Group 72,1,0,false,212.91666666666666,Breached SLA
INC0010001,2016-03-22 12:46:00,2016-03-28 12:13:00,2016-04-02 12:59:00,3 - moderate,2 - Medium,2 - Medium,category 23,Group 54,1,0,false,143.45,Breached SLA
INC0010011,2016-03-22 13:29:00,2016-03-29 17:06:00,2016-04-03 17:59:00,3 - moderate,2 - Medium,2 - Medium,category 61,Group 73,1,0,false,171.61666666666667,Breached SLA
INC0010012,2016-03-22 13:31:00,2016-03-30 10:49:00,2016-04-04 10:59:00,3 - moderate,2 - Medium,2 - Medium,category 26,Group 70,1,0,false,189.3,Breached SLA
INC0010015,2016-03-22 13:33:00,2016-03-28 11:23:00,2016-04-02 11:59:00,3 - moderate,2 - Medium,2 - Medium,category 46,Group 57,0,0,false,141.83333333333334,Breached SLA
INC0010028,2016-03-22 13:53:00,2016-03-28 10:23:00,2016-04-02 10:59:00,3 - moderate,2 - Medium,2 - Medium,category 20,Group 25,1,0,false,140.5,Breached SLA
INC0010031,2016-03-22 13:53:00,2016-03-31 11:33:00,2016-04-05 11:59:00,3 - moderate,2 - Medium,2 - Medium,category 23,Group 70,2,0,false,213.66666666666666,Breached SLA
INC0010045,2016-03-22 14:08:00,2016-03-31 16:27:00,2016-04-05 16:59:00,3 - moderate,2 - Medium,2 - Medium,category 46,Group 27,4,0,false,218.31666666666666,Breached SLA
INC0010050,2016-03-22 14:15:00,2016-03-29 17:30:00,2016-04-03 17:59:00,3 - moderate,2 - Medium,2 - Medium,category 42,Group 3,1,0,false,171.25,Breached SLA
INC0010051,2016-03-22 14:16:00,2016-03-28 13:13:00,2016-04-02 13:59:00,3 - moderate,2 - Medium,2 - Medium,category 46,Group 57,2,0,false,142.95,Breached SLA
INC0010053,2016-03-22 14:18:00,2016-03-29 16:18:00,2016-04-03 16:59:00,3 - moderate,2 - Medium,2 - Medium,category 24,Group 25,1,0,false,170.0,Breached SLA
INC0010055,2016-03-22 14:19:00,2016-03-30 11:51:00,2016-04-04 11:59:00,3 - moderate,2 - Medium,2 - Medium,category 46,Group 57,0,0,false,189.53333333333333,Breached SLA
INC0010057,2016-03-22 14:21:00,2016-03-31 15:10:00,2016-04-05 15:59:00,3 - moderate,2 - Medium,2 - Medium,category 37,Group 70,1,0,false,216.81666666666666,Breached SLA
INC0010064,2016-03-22 14:26:00,2016-03-31 15:57:00,2016-04-05 15:59:00,3 - moderate,2 - Medium,2 - Medium,category 34,Group 25,1,0,false,217.51666666666668,Breached SLA
INC0010072,2016-03-22 14:33:00,2016-03-30 09:14:00,2016-04-04 09:59:00,3 - moderate,2 - Medium,2 - Medium,category 7,Group 24,0,0,false,186.68333333333334,Breached SLA
INC0010078,2016-03-22 14:36:00,2016-03-29 17:28:00,2016-04-03 17:59:00,3 - moderate,2 - Medium,2 - Medium,category 26,Group 70,1,0,false,170.86666666666667,Breached SLA
INC0010090,2016-03-22 14:41:00,2016-03-29 09:31:00,2016-04-01 10:43:00,3 - moderate,2 - Medium,2 - Medium,category 46,Group 65,1,0,false,162.83333333333334,Breached SLA
INC0010091,2016-03-22 14:42:00,2016-03-31 10:17:00,2016-04-05 10:59:00,3 - moderate,2 - Medium,2 - Medium,category 23,Group 72,1,0,false,211.58333333333334,Breached SLA
INC0010100,2016-03-22 14:59:00,2016-03-30 11:21:00,2016-04-04 11:59:00,3 - moderate,2 - Medium,2 - Medium,category 9,Group 24,0,0,false,188.36666666666667,Breached SLA
INC0010101,2016-03-22 14:59:00,2016-03-29 09:37:00,2016-04-03 09:59:00,3 - moderate,2 - Medium,2 - Medium,category 42,Group 5,5,0,false,162.63333333333333,Breached SLA
INC0010103,2016-03-22 15:01:00,2016-03-30 14:00:00,2016-04-04 14:59:00,3 - moderate,2 - Medium,2 - Medium,category 26,Group 70,1,0,false,190.98333333333332,Breached SLA
INC0010121,2016-03-22 15:16:00,2016-03-31 16:40:00,2016-04-05 16:59:00,3 - moderate,2 - Medium,2 - Medium,category 24,Group 23,0,0,false,217.4,Breached SLA
INC0010128,2016-03-22 15:21:00,2016-03-29 09:11:00,2016-04-03 09:59:00,3 - moderate,2 - Medium,2 - Medium,category 42,Group 55,2,0,false,161.83333333333334,Breached SLA
INC0010135,2016-03-22 15:33:00,2016-03-29 17:10:00,2016-04-03 17:59:00,3 - moderate,2 - Medium,2 - Medium,category 26,Group 70,1,0,false,169.61666666666667,Breached SLA
INC0010142,2016-03-22 15:45:00,2016-03-29 15:52:00,2016-04-03 15:59:00,3 - moderate,2 - Medium,2 - Medium,category 19,Group 72,0,0,false,168.11666666666667,Breached SLA
INC0010143,2016-03-22 15:49:00,2016-03-29 05:53:00,2016-04-03 05:59:00,3 - moderate,2 - Medium,2 - Medium,category 32,Group 70,5,0,false,158.06666666666666,Breached SLA
INC0010154,2016-03-22 16:09:00,2016-03-28 08:03:00,2016-04-02 08:59:00,3 - moderate,2 - Medium,2 - Medium,category 51,Group 24,2,0,false,135.9,Breached SLA
INC0010166,2016-03-22 16:29:00,2016-03-30 12:16:00,2016-04-04 12:59:00,3 - moderate,2 - Medium,2 - Medium,category 53,,0,0,false,187.78333333333333,Breached SLA
INC0010172,2016-03-22 16:35:00,2016-03-29 17:00:00,2016-04-03 17:59:00,3 - moderate,2 - Medium,2 - Medium,category 44,Group 70,2,0,false,168.41666666666666,Breached SLA
